0.000000 0.000000 0.494232 -0.042422		5.691630	0.535019	-7.745967
0.081631 0.000000 0.587043 -0.042422		5.599250	0.543947	-7.745967
0.183669 0.000000 0.703056 -0.042422		5.483775	0.555108	-7.745967
0.285708 0.000000 0.819070 -0.042422		5.368299	0.566268	-7.745967
0.387747 0.000000 0.935084 -0.042422		5.252823	0.577429	-7.745967
0.489786 0.000000 1.051098 -0.042422		5.137347	0.588589	-7.745967
0.591828 0.000000 1.167116 -0.042422		5.021867	0.599750	-7.745967
0.693871 0.000000 1.283135 -0.042422		4.906387	0.610911	-7.745967
0.795914 0.000000 1.399153 -0.042422		4.790906	0.622071	-7.745967
0.897957 0.000000 1.515172 -0.042422		4.675426	0.633232	-7.745967
1.000000 0.000000 1.631190 -0.042422		4.559946	0.644393	-7.745967


0.000000 0.183673 0.494232 0.006993		5.696384	0.584205	-7.745967
0.081631 0.183673 0.587043 0.006993		5.604004	0.593133	-7.745967
0.183669 0.183673 0.703056 0.006993		5.488528	0.604293	-7.745967
0.285708 0.183673 0.819070 0.006993		5.373053	0.615454	-7.745967
0.387747 0.183673 0.935084 0.006993		5.257577	0.626614	-7.745967
0.489786 0.183673 1.051098 0.006993		5.142101	0.637774	-7.745967
0.591828 0.183673 1.167116 0.006993		5.026621	0.648935	-7.745967
0.693871 0.183673 1.283135 0.006993		4.911140	0.660096	-7.745967
0.795914 0.183673 1.399153 0.006993		4.795660	0.671257	-7.745967
0.897957 0.183673 1.515172 0.006993		4.680179	0.682418	-7.745967
1.000000 0.183673 1.631190 0.006993		4.564699	0.693578	-7.745967


0.000000 0.387755 0.494232 0.061898		5.701666	0.638855	-7.745967
0.081631 0.387755 0.587043 0.061898		5.609285	0.647783	-7.745967
0.183669 0.387755 0.703056 0.061898		5.493810	0.658944	-7.745967
0.285708 0.387755 0.819070 0.061898		5.378334	0.670104	-7.745967
0.387747 0.387755 0.935084 0.061898		5.262859	0.681264	-7.745967
0.489786 0.387755 1.051098 0.061898		5.147383	0.692425	-7.745967
0.591828 0.387755 1.167116 0.061898		5.031903	0.703585	-7.745967
0.693871 0.387755 1.283135 0.061898		4.916422	0.714746	-7.745967
0.795914 0.387755 1.399153 0.061898		4.800941	0.725907	-7.745967
0.897957 0.387755 1.515172 0.061898		4.685461	0.737068	-7.745967
1.000000 0.387755 1.631190 0.061898		4.569981	0.748229	-7.745967


0.000000 0.591837 0.494232 0.116803		5.706947	0.693505	-7.745967
0.081631 0.591837 0.587043 0.116803		5.614567	0.702434	-7.745967
0.183669 0.591837 0.703056 0.116803		5.499092	0.713594	-7.745967
0.285708 0.591837 0.819070 0.116803		5.383616	0.724754	-7.745967
0.387747 0.591837 0.935084 0.116803		5.268140	0.735915	-7.745967
0.489786 0.591837 1.051098 0.116803		5.152664	0.747075	-7.745967
0.591828 0.591837 1.167116 0.116803		5.037185	0.758236	-7.745967
0.693871 0.591837 1.283135 0.116803		4.921704	0.769397	-7.745967
0.795914 0.591837 1.399153 0.116803		4.806223	0.780558	-7.745967
0.897957 0.591837 1.515172 0.116803		4.690743	0.791718	-7.745967
1.000000 0.591837 1.631190 0.116803		4.575263	0.802879	-7.745967


0.000000 0.795918 0.494232 0.171708		5.712229	0.748156	-7.745967
0.081631 0.795918 0.587043 0.171708		5.619849	0.757084	-7.745967
0.183669 0.795918 0.703056 0.171708		5.504374	0.768244	-7.745967
0.285708 0.795918 0.819070 0.171708		5.388898	0.779405	-7.745967
0.387747 0.795918 0.935084 0.171708		5.273422	0.790565	-7.745967
0.489786 0.795918 1.051098 0.171708		5.157946	0.801725	-7.745967
0.591828 0.795918 1.167116 0.171708		5.042466	0.812886	-7.745967
0.693871 0.795918 1.283135 0.171708		4.926986	0.824047	-7.745967
0.795914 0.795918 1.399153 0.171708		4.811505	0.835208	-7.745967
0.897957 0.795918 1.515172 0.171708		4.696025	0.846369	-7.745967
1.000000 0.795918 1.631190 0.171708		4.580544	0.857530	-7.745967


0.000000 1.000000 0.494232 0.226613		5.717511	0.802806	-7.745967
0.081631 1.000000 0.587043 0.226613		5.625131	0.811734	-7.745967
0.183669 1.000000 0.703056 0.226613		5.509655	0.822895	-7.745967
0.285708 1.000000 0.819070 0.226613		5.394180	0.834055	-7.745967
0.387747 1.000000 0.935084 0.226613		5.278704	0.845215	-7.745967
0.489786 1.000000 1.051098 0.226613		5.163228	0.856376	-7.745967
0.591828 1.000000 1.167116 0.226613		5.047748	0.867537	-7.745967
0.693871 1.000000 1.283135 0.226613		4.932267	0.878698	-7.745967
0.795914 1.000000 1.399153 0.226613		4.816787	0.889858	-7.745967
0.897957 1.000000 1.515172 0.226613		4.701306	0.901019	-7.745967
1.000000 1.000000 1.631190 0.226613		4.585826	0.912180	-7.745967


