0.000000 0.000000 0.000000 0.000000		0.000000	0.000000	0.000000
0.081631 0.000000 0.081631 0.000000		0.266479	-0.047275	0.000000
0.183669 0.000000 0.183669 0.000000		0.617643	-0.002605	0.000000
0.285708 0.000000 0.285708 0.000000		0.968644	0.043576	0.000000
0.387747 0.000000 0.387747 0.000000		1.321399	0.073087	0.000000
0.489786 0.000000 0.489786 0.000000		1.675236	0.084878	0.000000
0.591828 0.000000 0.591828 0.000000		2.029262	0.088426	0.000000
0.693871 0.000000 0.693871 0.000000		2.383244	0.081872	0.000000
0.795914 0.000000 0.795914 0.000000		2.736843	0.064193	0.000000
0.897957 0.000000 0.897957 0.000000		3.089701	0.035294	0.000000
1.000000 0.000000 1.000000 0.000000		3.441534	-0.004191	0.000000


0.000000 0.083806 0.000000 0.083806		0.374792	0.056794	-0.649159
0.081631 0.083806 0.081631 0.083806		0.629890	0.010534	-0.649159
0.183669 0.083806 0.183669 0.083806		0.966446	0.052043	-0.649159
0.285708 0.083806 0.285708 0.083806		1.302852	0.094999	-0.649159
0.387747 0.083806 0.387747 0.083806		1.640877	0.121981	-0.649159
0.489786 0.083806 0.489786 0.083806		1.979874	0.131984	-0.649159
0.591828 0.083806 0.591828 0.083806		2.319021	0.134090	-0.649159
0.693871 0.083806 0.693871 0.083806		2.658090	0.126519	-0.649159
0.795914 0.083806 0.795914 0.083806		2.996751	0.108292	-0.649159
0.897957 0.083806 0.897957 0.083806		3.334662	0.079319	-0.649159
1.000000 0.083806 1.000000 0.083806		3.671552	0.040210	-0.649159


0.000000 0.188359 0.000000 0.188359		0.842365	0.127648	-1.459020
0.081631 0.188359 0.081631 0.188359		1.083264	0.082655	-1.459020
0.183669 0.188359 0.183669 0.188359		1.401596	0.120219	-1.459020
0.285708 0.188359 0.285708 0.188359		1.719794	0.159153	-1.459020
0.387747 0.188359 0.387747 0.188359		2.039442	0.182979	-1.459020
0.489786 0.188359 0.489786 0.188359		2.359925	0.190751	-1.459020
0.591828 0.188359 0.591828 0.188359		2.680511	0.191057	-1.459020
0.693871 0.188359 0.693871 0.188359		3.000975	0.182218	-1.459020
0.795914 0.188359 0.795914 0.188359		3.321000	0.163308	-1.459020
0.897957 0.188359 0.897957 0.188359		3.640263	0.134244	-1.459020
1.000000 0.188359 1.000000 0.188359		3.958510	0.095604	-1.459020


0.000000 0.292621 0.000000 0.292621		1.308640	0.198305	-2.266632
0.081631 0.292621 0.081631 0.292621		1.535380	0.154575	-2.266632
0.183669 0.292621 0.183669 0.292621		1.835539	0.188206	-2.266632
0.285708 0.292621 0.285708 0.292621		2.135579	0.223128	-2.266632
0.387747 0.292621 0.387747 0.292621		2.436901	0.243807	-2.266632
0.489786 0.292621 0.489786 0.292621		2.738922	0.249355	-2.266632
0.591828 0.292621 0.591828 0.292621		3.040998	0.247867	-2.266632
0.693871 0.292621 0.693871 0.292621		3.342908	0.237762	-2.266632
0.795914 0.292621 0.795914 0.292621		3.644349	0.218170	-2.266632
0.897957 0.292621 0.897957 0.292621		3.945016	0.189015	-2.266632
1.000000 0.292621 1.000000 0.292621		4.244673	0.150843	-2.266632


0.000000 0.396503 0.000000 0.396503		1.773215	0.268704	-3.071298
0.081631 0.396503 0.081631 0.396503		1.985846	0.226232	-3.071298
0.183669 0.396503 0.183669 0.396503		2.267898	0.255945	-3.071298
0.285708 0.396503 0.285708 0.396503		2.549846	0.286871	-3.071298
0.387747 0.396503 0.387747 0.396503		2.832911	0.304414	-3.071298
0.489786 0.396503 0.489786 0.396503		3.116536	0.307745	-3.071298
0.591828 0.396503 0.591828 0.396503		3.400170	0.304469	-3.071298
0.693871 0.396503 0.693871 0.396503		3.683594	0.293104	-3.071298
0.795914 0.396503 0.795914 0.396503		3.966519	0.272833	-3.071298
0.897957 0.396503 0.897957 0.396503		4.248657	0.243588	-3.071298
1.000000 0.396503 1.000000 0.396503		4.529791	0.205881	-3.071298


0.000000 0.499880 0.000000 0.499880		2.235533	0.338761	-3.872056
0.081631 0.499880 0.081631 0.499880		2.434124	0.297542	-3.872056
0.183669 0.499880 0.183669 0.499880		2.698158	0.323355	-3.872056
0.285708 0.499880 0.285708 0.499880		2.962102	0.350303	-3.872056
0.387747 0.499880 0.387747 0.499880		3.226996	0.364726	-3.872056
0.489786 0.499880 0.489786 0.499880		3.492316	0.365851	-3.872056
0.591828 0.499880 0.591828 0.499880		3.757597	0.360797	-3.872056
0.693871 0.499880 0.693871 0.499880		4.022625	0.348176	-3.872056
0.795914 0.499880 0.795914 0.499880		4.287124	0.327230	-3.872056
0.897957 0.499880 0.897957 0.499880		4.550824	0.297895	-3.872056
1.000000 0.499880 1.000000 0.499880		4.813525	0.260652	-3.872056


0.000000 0.602580 0.000000 0.602580		2.694818	0.408359	-4.667561
0.081631 0.602580 0.081631 0.602580		2.879463	0.368384	-4.667561
0.183669 0.602580 0.183669 0.602580		3.125595	0.390323	-4.667561
0.285708 0.602580 0.285708 0.602580		3.371653	0.413320	-4.667561
0.387747 0.602580 0.387747 0.602580		3.618497	0.424643	-4.667561
0.489786 0.602580 0.489786 0.602580		3.865631	0.423577	-4.667561
0.591828 0.602580 0.591828 0.602580		4.112679	0.416755	-4.667561
0.693871 0.602580 0.693871 0.602580		4.359432	0.402888	-4.667561
0.795914 0.602580 0.795914 0.602580		4.605626	0.381271	-4.667561
0.897957 0.602580 0.897957 0.602580		4.851008	0.351845	-4.667561
1.000000 0.602580 1.000000 0.602580		5.095397	0.315063	-4.667561


0.000000 0.704357 0.000000 0.704357		3.149981	0.477332	-5.455927
