0.000000 0.000000 0.927254 -0.078331		2.515843	-0.065716	0.000000
0.081631 0.000000 1.109455 -0.078331		2.333649	-0.064061	0.000000
0.183669 0.000000 1.337208 -0.078331		2.105906	-0.061993	0.000000
0.285708 0.000000 1.564960 -0.078331		1.878162	-0.059925	0.000000
0.387747 0.000000 1.792714 -0.078331		1.650419	-0.057856	0.000000
0.489786 0.000000 2.020467 -0.078331		1.422675	-0.055788	0.000000
0.591828 0.000000 2.248228 -0.078331		1.194923	-0.053720	0.000000
0.693871 0.000000 2.475991 -0.078331		0.967169	-0.051652	0.000000
0.795914 0.000000 2.703753 -0.078331		0.739416	-0.049583	0.000000
0.897957 0.000000 2.931516 -0.078331		0.511663	-0.047515	0.000000
1.000000 0.000000 3.159277 -0.078331		0.283911	-0.045447	0.000000


0.000000 0.183673 0.927254 0.019302		2.516729	0.031913	0.000000
0.081631 0.183673 1.109455 0.019302		2.334535	0.033568	0.000000
0.183669 0.183673 1.337208 0.019302		2.106792	0.035636	0.000000
0.285708 0.183673 1.564960 0.019302		1.879049	0.037704	0.000000
0.387747 0.183673 1.792714 0.019302		1.651305	0.039772	0.000000
0.489786 0.183673 2.020467 0.019302		1.423561	0.041841	0.000000
0.591828 0.183673 2.248228 0.019302		1.195809	0.043909	0.000000
0.693871 0.183673 2.475991 0.019302		0.968056	0.045977	0.000000
0.795914 0.183673 2.703753 0.019302		0.740303	0.048046	0.000000
0.897957 0.183673 2.931516 0.019302		0.512550	0.050114	0.000000
1.000000 0.183673 3.159277 0.019302		0.284798	0.052182	0.000000


0.000000 0.387755 0.927254 0.127783		2.517714	0.140389	0.000000
0.081631 0.387755 1.109455 0.127783		2.335520	0.142044	0.000000
0.183669 0.387755 1.337208 0.127783		2.107777	0.144112	0.000000
0.285708 0.387755 1.564960 0.127783		1.880034	0.146181	0.000000
0.387747 0.387755 1.792714 0.127783		1.652290	0.148249	0.000000
0.489786 0.387755 2.020467 0.127783		1.424546	0.150317	0.000000
0.591828 0.387755 2.248228 0.127783		1.196795	0.152385	0.000000
0.693871 0.387755 2.475991 0.127783		0.969041	0.154454	0.000000
0.795914 0.387755 2.703753 0.127783		0.741288	0.156522	0.000000
0.897957 0.387755 2.931516 0.127783		0.513535	0.158590	0.000000
1.000000 0.387755 3.159277 0.127783		0.285783	0.160659	0.000000


0.000000 0.591837 0.927254 0.236264		2.518699	0.248866	0.000000
0.081631 0.591837 1.109455 0.236264		2.336505	0.250520	0.000000
0.183669 0.591837 1.337208 0.236264		2.108763	0.252589	0.000000
0.285708 0.591837 1.564960 0.236264		1.881019	0.254657	0.000000
0.387747 0.591837 1.792714 0.236264		1.653275	0.256725	0.000000
0.489786 0.591837 2.020467 0.236264		1.425531	0.258793	0.000000
0.591828 0.591837 2.248228 0.236264		1.197780	0.260862	0.000000
0.693871 0.591837 2.475991 0.236264		0.970026	0.262930	0.000000
0.795914 0.591837 2.703753 0.236264		0.742273	0.264998	0.000000
0.897957 0.591837 2.931516 0.236264		0.514520	0.267067	0.000000
1.000000 0.591837 3.159277 0.236264		0.286768	0.269135	0.000000


0.000000 0.795918 0.927254 0.344745		2.519685	0.357342	0.000000
0.081631 0.795918 1.109455 0.344745		2.337491	0.358997	0.000000
0.183669 0.795918 1.337208 0.344745		2.109748	0.361065	0.000000
0.285708 0.795918 1.564960 0.344745		1.882004	0.363133	0.000000
0.387747 0.795918 1.792714 0.344745		1.654261	0.365202	0.000000
0.489786 0.795918 2.020467 0.344745		1.426517	0.367270	0.000000
0.591828 0.795918 2.248228 0.344745		1.198765	0.369338	0.000000
0.693871 0.795918 2.475991 0.344745		0.971011	0.371407	0.000000
0.795914 0.795918 2.703753 0.344745		0.743258	0.373475	0.000000
0.897957 0.795918 2.931516 0.344745		0.515505	0.375543	0.000000
1.000000 0.795918 3.159277 0.344745		0.287753	0.377612	0.000000


0.000000 1.000000 0.927254 0.453226		2.520670	0.465819	0.000000
0.081631 1.000000 1.109455 0.453226		2.338476	0.467473	0.000000
0.183669 1.000000 1.337208 0.453226		2.110733	0.469542	0.000000
0.285708 1.000000 1.564960 0.453226		1.882989	0.471610	0.000000
0.387747 1.000000 1.792714 0.453226		1.655246	0.473678	0.000000
0.489786 1.000000 2.020467 0.453226		1.427502	0.475746	0.000000
0.591828 1.000000 2.248228 0.453226		1.199750	0.477815	0.000000
0.693871 1.000000 2.475991 0.453226		0.971996	0.479883	0.000000
0.795914 1.000000 2.703753 0.453226		0.744243	0.481951	0.000000
0.897957 1.000000 2.931516 0.453226		0.516491	0.484020	0.000000
1.000000 1.000000 3.159277 0.453226		0.288738	0.486088	0.000000


