#cols 1,2,3 = old surface; cols 4,5,6 new surface 
2.517134	0.735914	0.000000	2.517134	0.735914	0.000000
2.582068	0.735914	-0.158081	2.582068	0.735914	-0.158081
2.647002	0.735914	-0.316162	2.647002	0.735914	-0.316162
2.711935	0.735914	-0.474243	2.711935	0.735914	-0.474243
2.776869	0.735914	-0.632324	2.776869	0.735914	-0.632324
2.841803	0.735914	-0.790405	2.841803	0.735914	-0.790405
2.906736	0.735914	-0.948486	2.906736	0.735914	-0.948486
2.971670	0.735914	-1.106567	2.971670	0.735914	-1.106567
3.036604	0.735914	-1.264648	3.036604	0.735914	-1.264648
3.101538	0.735914	-1.422729	3.101538	0.735914	-1.422729
3.166471	0.735914	-1.580810	3.166471	0.735914	-1.580810
3.231405	0.735914	-1.738890	3.231405	0.735914	-1.738890
3.296339	0.735914	-1.896971	3.296339	0.735914	-1.896971
3.361272	0.735914	-2.055052	3.361272	0.735914	-2.055052
3.426206	0.735914	-2.213133	3.426206	0.735914	-2.213133
3.491140	0.735914	-2.371214	3.491140	0.735914	-2.371214
3.556073	0.735914	-2.529295	3.556073	0.735914	-2.529295
3.621007	0.735914	-2.687376	3.621007	0.735914	-2.687376
3.685941	0.735914	-2.845457	3.685941	0.735914	-2.845457
3.750875	0.735914	-3.003538	3.750875	0.735914	-3.003538
3.815808	0.735914	-3.161619	3.815808	0.735914	-3.161619
3.880742	0.735914	-3.319700	3.880742	0.735914	-3.319700
3.945676	0.735914	-3.477781	3.945676	0.735914	-3.477781
4.010609	0.735914	-3.635862	4.010609	0.735914	-3.635862
4.075543	0.735914	-3.793943	4.075543	0.735914	-3.793943
4.140477	0.735914	-3.952024	4.140477	0.735914	-3.952024
4.205410	0.735914	-4.110105	4.205410	0.735914	-4.110105
4.270344	0.735914	-4.268186	4.270344	0.735914	-4.268186
4.335278	0.735914	-4.426267	4.335278	0.735914	-4.426267
4.400212	0.735914	-4.584348	4.400212	0.735914	-4.584348
4.465145	0.735914	-4.742429	4.465145	0.735914	-4.742429
4.530079	0.735914	-4.900510	4.530079	0.735914	-4.900510
4.595013	0.735914	-5.058590	4.595013	0.735914	-5.058590
4.659946	0.735914	-5.216671	4.659946	0.735914	-5.216671
4.724880	0.735914	-5.374752	4.724880	0.735914	-5.374752
4.789814	0.735914	-5.532833	4.789814	0.735914	-5.532833
4.854747	0.735914	-5.690914	4.854747	0.735914	-5.690914
4.919681	0.735914	-5.848995	4.919681	0.735914	-5.848995
4.984615	0.735914	-6.007076	4.984615	0.735914	-6.007076
5.049549	0.735914	-6.165157	5.049549	0.735914	-6.165157
5.114482	0.735914	-6.323238	5.114482	0.735914	-6.323238
5.179416	0.735914	-6.481319	5.179416	0.735914	-6.481319
5.244350	0.735914	-6.639400	5.244350	0.735914	-6.639400
5.309283	0.735914	-6.797481	5.309283	0.735914	-6.797481
5.374217	0.735914	-6.955562	5.374217	0.735914	-6.955562
5.439151	0.735914	-7.113643	5.439151	0.735914	-7.113643
5.504084	0.735914	-7.271724	5.504084	0.735914	-7.271724
5.569018	0.735914	-7.429805	5.569018	0.735914	-7.429805
5.633952	0.735914	-7.587886	5.633952	0.735914	-7.587886
5.698886	0.735914	-7.745967	5.698886	0.735914	-7.745967


2.517134	0.722457	0.000000	2.517134	0.722457	0.000000
2.582068	0.722457	-0.158081	2.582068	0.722457	-0.158081
2.647002	0.722457	-0.316162	2.647002	0.722457	-0.316162
2.711935	0.722457	-0.474243	2.711935	0.722457	-0.474243
2.776869	0.722457	-0.632324	2.776869	0.722457	-0.632323
2.841803	0.722457	-0.790405	2.841803	0.722457	-0.790405
2.906736	0.722457	-0.948486	2.906736	0.722457	-0.948486
2.971670	0.722457	-1.106567	2.971670	0.722457	-1.106567
3.036604	0.722457	-1.264648	3.036604	0.722457	-1.264648
3.101538	0.722457	-1.422729	3.101538	0.722457	-1.422729
3.166471	0.722457	-1.580810	3.166471	0.722457	-1.580810
3.231405	0.722457	-1.738890	3.231405	0.722457	-1.738891
3.296339	0.722457	-1.896971	3.296339	0.722457	-1.896971
3.361272	0.722457	-2.055052	3.361272	0.722457	-2.055052
3.426206	0.722457	-2.213133	3.426206	0.722457	-2.213133
3.491140	0.722457	-2.371214	3.491140	0.722457	-2.371214
3.556073	0.722457	-2.529295	3.556073	0.722457	-2.529295
3.621007	0.722457	-2.687376	3.621007	0.722457	-2.687376
3.685941	0.722457	-2.845457	3.685941	0.722457	-2.845457
3.750875	0.722457	-3.003538	3.750875	0.722457	-3.003539
3.815808	0.722457	-3.161619	3.815808	0.722457	-3.161619
3.880742	0.722457	-3.319700	3.880742	0.722457	-3.319700
3.945676	0.722457	-3.477781	3.945676	0.722457	-3.477781
4.010609	0.722457	-3.635862	4.010609	0.722457	-3.635862
4.075543	0.722457	-3.793943	4.075543	0.722457	-3.793942
4.140477	0.722457	-3.952024	4.140477	0.722457	-3.952023
4.205410	0.722457	-4.110105	4.205410	0.722457	-4.110105
4.270344	0.722457	-4.268186	4.270344	0.722457	-4.268186
4.335278	0.722457	-4.426267	4.335278	0.722457	-4.426267
4.400212	0.722457	-4.584348	4.400212	0.722457	-4.584348
4.465145	0.722457	-4.742429	4.465145	0.722457	-4.742429
4.530079	0.722457	-4.900510	4.530079	0.722457	-4.900510
4.595013	0.722457	-5.058590	4.595013	0.722457	-5.058590
