#cols 1,2,3 = old surface; cols 4,5,6 new surface 
5.691630	0.535019	-7.745967	5.691630	0.535019	-7.745967
5.668535	0.537251	-7.745967	5.668535	0.537251	-7.745967
5.645439	0.539483	-7.745967	5.645439	0.539483	-7.745967
5.622343	0.541716	-7.745967	5.622343	0.541716	-7.745967
5.599248	0.543948	-7.745967	5.599248	0.543948	-7.745967
5.576152	0.546180	-7.745967	5.576152	0.546180	-7.745967
5.553057	0.548412	-7.745967	5.553057	0.548412	-7.745967
5.529961	0.550644	-7.745967	5.529961	0.550644	-7.745967
5.506865	0.552876	-7.745967	5.506865	0.552876	-7.745967
5.483770	0.555108	-7.745967	5.483770	0.555108	-7.745967
5.460674	0.557340	-7.745967	5.460674	0.557340	-7.745967
5.437579	0.559573	-7.745967	5.437579	0.559573	-7.745967
5.414483	0.561805	-7.745967	5.414483	0.561805	-7.745967
5.391387	0.564037	-7.745967	5.391387	0.564037	-7.745967
5.368292	0.566269	-7.745967	5.368292	0.566269	-7.745967
5.345196	0.568501	-7.745967	5.345196	0.568501	-7.745967
5.322100	0.570733	-7.745967	5.322100	0.570733	-7.745967
5.299005	0.572965	-7.745967	5.299005	0.572965	-7.745967
5.275909	0.575197	-7.745967	5.275909	0.575197	-7.745967
5.252814	0.577429	-7.745967	5.252814	0.577429	-7.745967
5.229718	0.579662	-7.745967	5.229718	0.579662	-7.745967
5.206622	0.581894	-7.745967	5.206622	0.581894	-7.745967
5.183527	0.584126	-7.745967	5.183527	0.584126	-7.745967
5.160431	0.586358	-7.745967	5.160431	0.586358	-7.745967
5.137336	0.588590	-7.745967	5.137336	0.588590	-7.745967
5.114240	0.590822	-7.745967	5.114240	0.590822	-7.745967
5.091144	0.593054	-7.745967	5.091144	0.593054	-7.745967
5.068049	0.595286	-7.745967	5.068049	0.595286	-7.745967
5.044953	0.597519	-7.745967	5.044953	0.597519	-7.745967
5.021858	0.599751	-7.745967	5.021858	0.599751	-7.745967
4.998762	0.601983	-7.745967	4.998762	0.601983	-7.745967
4.975666	0.604215	-7.745967	4.975666	0.604215	-7.745967
4.952571	0.606447	-7.745967	4.952571	0.606447	-7.745967
4.929475	0.608679	-7.745967	4.929475	0.608679	-7.745967
4.906380	0.610911	-7.745967	4.906380	0.610911	-7.745967
4.883284	0.613143	-7.745967	4.883284	0.613143	-7.745967
4.860188	0.615376	-7.745967	4.860188	0.615376	-7.745967
4.837093	0.617608	-7.745967	4.837093	0.617608	-7.745967
4.813997	0.619840	-7.745967	4.813997	0.619840	-7.745967
4.790902	0.622072	-7.745967	4.790902	0.622072	-7.745967
4.767806	0.624304	-7.745967	4.767806	0.624304	-7.745967
4.744710	0.626536	-7.745967	4.744710	0.626536	-7.745967
4.721615	0.628768	-7.745967	4.721615	0.628768	-7.745967
4.698519	0.631000	-7.745967	4.698519	0.631000	-7.745967
4.675424	0.633232	-7.745967	4.675424	0.633232	-7.745967
4.652328	0.635465	-7.745967	4.652328	0.635465	-7.745967
4.629232	0.637697	-7.745967	4.629232	0.637697	-7.745967
4.606137	0.639929	-7.745967	4.606137	0.639929	-7.745967
4.583041	0.642161	-7.745967	4.583041	0.642161	-7.745967
4.559946	0.644393	-7.745967	4.559946	0.644393	-7.745967


5.692158	0.540484	-7.745967	5.692158	0.540484	-7.745967
5.669063	0.542716	-7.745967	5.669063	0.542716	-7.745967
5.645967	0.544948	-7.745967	5.645967	0.544949	-7.745967
5.622872	0.547181	-7.745967	5.622872	0.547181	-7.745967
5.599776	0.549413	-7.745967	5.599776	0.549413	-7.745967
5.576680	0.551645	-7.745967	5.576681	0.551645	-7.745967
5.553585	0.553877	-7.745967	5.553585	0.553877	-7.745967
5.530489	0.556109	-7.745967	5.530489	0.556109	-7.745967
5.507394	0.558341	-7.745967	5.507393	0.558341	-7.745967
5.484298	0.560573	-7.745967	5.484297	0.560573	-7.745967
5.461202	0.562805	-7.745967	5.461202	0.562805	-7.745967
5.438107	0.565038	-7.745967	5.438107	0.565038	-7.745967
5.415011	0.567270	-7.745967	5.415011	0.567270	-7.745967
5.391915	0.569502	-7.745967	5.391916	0.569502	-7.745967
5.368820	0.571734	-7.745967	5.368820	0.571734	-7.745967
5.345724	0.573966	-7.745967	5.345725	0.573966	-7.745967
5.322629	0.576198	-7.745967	5.322629	0.576198	-7.745967
5.299533	0.578430	-7.745967	5.299533	0.578430	-7.745967
5.276437	0.580662	-7.745967	5.276437	0.580662	-7.745967
5.253342	0.582895	-7.745967	5.253342	0.582895	-7.745967
5.230246	0.585127	-7.745967	5.230246	0.585127	-7.745967
5.207151	0.587359	-7.745967	5.207151	0.587359	-7.745967
5.184055	0.589591	-7.745967	5.184055	0.589591	-7.745967
5.160959	0.591823	-7.745967	5.160960	0.591823	-7.745967
